id,source,district,price,size_sqm,bedrooms,property_type,latitude,longitude,first_seen,last_seen,transaction_type,rent_frequency,bathrooms,furnishing,building_name,community,subcommunity,developer,floor,total_floors,parking_spaces,completion_status,year_built,service_charge_aed,amenities,listing_url,agent_name,agency_name,photos_count,title,description_short,verified_flag,scraped_at,price_per_sqm,days_on_market,missing_size_flag,raw_usage,raw_property_type,raw_property_subtype,annual_amount_aed,contract_amount_aed,start_date,end_date
DubaiPulse_DLD_sale_1-11-2012-10381,DubaiPulse_DLD,Marina,630000.0,69.33,0,Apartment,,,2012-06-07,2012-06-07,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.967983+00:00,9086.975335352661,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2018-492,DubaiPulse_DLD,Marina,2000000.0,154.74,0,Apartment,,,2018-01-15,2018-01-15,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,0.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968077+00:00,12924.906294429366,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2014-7815,DubaiPulse_DLD,Marina,1180000.0,66.73,0,Apartment,,,2014-03-19,2014-03-19,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968169+00:00,17683.200959088863,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2012-23335,DubaiPulse_DLD,Marina,750000.0,66.73,0,Apartment,,,2012-12-06,2012-12-06,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968262+00:00,11239.322643488686,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2025-27163,DubaiPulse_DLD,Marina,835000.0,46.07,0,Apartment,,,2025-06-30,2025-06-30,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968427+00:00,18124.59301063599,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2017-1867,DubaiPulse_DLD,Marina,830000.0,46.07,0,Apartment,,,2017-02-07,2017-02-07,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968529+00:00,18016.06251356631,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2010-1595,DubaiPulse_DLD,Marina,342360.0,45.83,0,Apartment,,,2010-02-15,2010-02-15,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968623+00:00,7470.2160157102335,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2010-14421,DubaiPulse_DLD,Marina,408240.0,67.55,0,Apartment,,,2010-09-28,2010-09-28,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968716+00:00,6043.5233160621765,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2013-4246,DubaiPulse_DLD,Marina,538000.0,43.88,0,Apartment,,,2013-02-11,2013-02-11,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968808+00:00,12260.71103008204,,False,Residential,Unit,Flat,,,,
DubaiPulse_DLD_sale_1-11-2011-12143,DubaiPulse_DLD,Marina,343980.0,52.7,0,Apartment,,,2011-08-22,2011-08-22,sale,,,,LAKE TERRACE,Al Thanyah Fifth,,,,,1.0,,,,,,,,,DLD Sales Transaction Record,,,2026-01-06T20:09:20.968900+00:00,6527.134724857685,,False,Residential,Unit,Flat,,,,
